 


  
  

NCAA Men's Soccer
Division ICorner Kicks Per Game
Through Games 12/15/2025


"Rank","Name","Team Games","W-L","Corners","Per Game"
"","Stetson","11","6-8-3","17","0.65"
"","Oral Roberts","11","4-10-3","17","0.65"
"194","Stonehill","11","5-10-3","18","0.61"
"","Sacramento St.","11","2-12-4","18","0.61"
"","Detroit Mercy","11","5-10-3","18","0.61"
"197","Queens (NC)","10","5-6-6","17","0.59"
"198","Lafayette","12","8-7-7","22","0.55"
"199","Central Conn. St.","9","1-14-2","17","0.53"
"","Chicago St.","9","1-15-1","17","0.53"
"","NJIT","9","3-9-5","17","0.53"
"202","James Madison","8","1-10-5","16","0.50"
"203","Mount St. Mary's","8","3-9-5","17","0.47"
"","Air Force","8","1-13-3","17","0.47"
"205","Temple","7","1-13-2","16","0.44"
"206","Colgate","7","5-7-5","17","0.41"
"","Northern Ky.","7","4-10-3","17","0.41"
"208","UC San Diego","7","2-9-7","18","0.39"
"209","Winthrop","5","1-12-3","16","0.31"
"210","CSUN","5","6-6-6","18","0.28"
Reclassifying
"NR","New Haven","15","5-5-6","16","0.94"
"NR","Mercyhurst","15","3-10-4","17","0.88"
"NR","Le Moyne","15","5-10-2","17","0.88"

NCAA Men's Soccer
Division ITotal Assists
Through Games 12/15/2025


"Rank","Name","Team Games","W-L","Assists"
"1","Oregon St.","17","10-5-2","60"
"","Maryland","19","13-2-4","60"
"3","Furman","23","16-2-5","57"
"4","Washington","24","16-6-2","56"
"5","Portland","20","14-2-4","55"
"6","Georgetown","22","14-4-4","53"
"7","NC State","23","16-3-4","52"
"8","North Florida","19","12-5-2","51"
"9","UConn","21","12-5-4","49"
"","Lindenwood","21","14-3-4","49"
"","Vermont","20","14-1-5","49"
"","Delaware","17","12-2-3","49"
"13","Virginia","19","12-2-5","48"
"14","High Point","20","14-2-4","47"
"15","UCLA","19","8-6-5","46"
"","West Virginia","21","13-5-3","46"
"","Indiana","19","12-6-1","46"
"","Hofstra","20","14-5-1","46"
"19","Akron","21","13-5-3","44"
"","UIC","18","10-3-5","44"
"","UCF","21","11-7-3","44"
"22","Duke","20","10-4-6","43"
"","Denver","22","12-7-3","43"
"24","Bryant","22","17-2-3","42"
"","Grand Canyon","23","14-4-5","42"
"","Fla. Atlantic","18","12-4-2","42"
"27","Iona","18","9-4-5","39"
"","Liberty","20","9-5-6","39"
"","Kansas City","21","12-4-5","39"
"","San Diego","19","13-3-3","39"
"","Stony Brook","19","9-5-5","39"
"","UNC Greensboro","23","12-5-6","39"
"33","Cornell","20","14-4-2","38"
"","Michigan","20","12-4-4","38"
"35","North Carolina","20","9-5-6","37"
"","SMU","20","11-5-4","37"
"","San Jose St.","20","12-4-4","37"
"38","FDU","21","13-5-3","36"
"","Old Dominion","18","5-5-8","36"
"","Charlotte","16","8-4-4","36"
"","Lehigh","20","9-5-6","36"
"42","Clemson","17","8-6-3","35"
"","Campbell","20","10-6-4","35"
"44","Robert Morris","17","6-4-7","34"
"","Siena","19","9-5-5","34"
"","Gardner-Webb","18","13-3-2","34"
"","Milwaukee","19","4-7-8","34"
"","Wake Forest","17","7-4-6","34"
"49","Boston U.","18","10-8","33"
"50","George Mason","16","7-6-3","32"
"","South Fla.","17","9-3-5","32"
"","LMU (CA)","18","5-6-7","32"
"53","Cleveland St.","19","9-4-6","31"
"","Utah Valley","15","8-4-3","31"
"","Seattle U","17","4-7-6","31"
"56","Houston Christian","19","11-5-3","30"
"","NIU","17","8-5-4","30"
"","Northwestern","17","8-6-3","30"
"","Wofford","19","6-11-2","30"
"","Princeton","19","15-2-2","30"
"","St. John's (NY)","19","9-6-4","30"
"","Penn","17","8-5-4","30"
"63","Dayton","18","8-2-8","29"
"","Duquesne","16","8-6-2","29"
"","California Baptist","17","10-4-3","29"
"","Seton Hall","19","7-4-8","29"
"","Marshall","21","12-4-5","29"
"68","Mercer","18","5-9-4","28"
"","Boston College","17","7-9-1","28"
"","Bucknell","18","9-4-5","28"
"","UC Irvine","21","11-4-6","28"
"","Wisconsin","16","8-8","28"
"","Notre Dame","20","9-7-4","28"
"","Santa Clara","18","6-5-7","28"
"","Stanford","20","14-4-2","28"
"","Purdue Fort Wayne","17","8-3-6","28"
"77","Bellarmine","17","8-4-5","27"
"","FIU","19","7-9-3","27"
"","Western Mich.","22","8-10-4","27"
"","Marist","16","8-4-4","27"
"","Sacred Heart","18","9-4-5","27"
"","La Salle","17","4-5-8","27"
"83","Marquette","16","7-7-2","26"
"","Harvard","17","6-6-5","26"
"85","UAlbany","17","5-6-6","25"
"","American","18","8-8-2","25"
"","Cal Poly","20","9-6-5","25"
"","Cal St. Fullerton","20","8-6-6","25"
"","Belmont","17","8-3-6","25"
"","Davidson","19","9-7-3","25"
"","Fordham","18","8-6-4","25"
"","Pittsburgh","18","6-7-5","25"
"","Virginia Tech","16","7-4-5","25"
"","UC Riverside","17","4-9-4","25"
"95","UAB","15","6-7-2","24"
"","Fairfield","18","8-5-5","24"
"","Ga. Southern","18","13-4-1","24"
"","Longwood","16","3-8-5","24"
"","Utah Tech","17","4-7-6","24"
"","Rutgers","17","8-6-3","24"
"","Green Bay","18","9-7-2","24"
"","Presbyterian","20","7-8-5","24"
"","Pacific","18","4-14","24"
"104","Evansville","20","7-5-8","23"
"","Holy Cross","18","4-8-6","23"
"","Loyola Chicago","16","4-5-7","23"
"","USC Upstate","19","5-11-3","23"
"","South Carolina","18","7-9-2","23"
"","Villanova","18","7-6-5","23"
"","Elon","19","9-3-7","23"
"","Saint Francis","18","8-9-1","23"
"112","Memphis","15","4-8-3","22"
"","UC Santa Barbara","20","7-5-8","22"
"","Drake","17","8-2-7","22"
"","Georgia St.","18","4-8-6","22"
"","Kentucky","19","10-4-5","22"
"","Monmouth","16","5-8-3","22"
"","Saint Louis","24","13-3-8","22"
"119","California","18","8-8-2","21"
"","LIU","18","8-3-7","21"
"","Louisville","17","5-7-5","21"
"","Manhattan","16","4-8-4","21"
"","UMBC","17","6-6-5","21"
"","Massachusetts","17","6-5-6","21"
"","San Francisco","17","10-6-1","21"
"","Niagara","16","8-7-1","21"
"","Ohio St.","16","6-10","21"
"","Penn St.","17","5-8-4","21"
"","Providence","16","6-7-3","21"
"","Rhode Island","17","4-8-5","21"
"","St. Bonaventure","15","3-9-3","21"
"","UNCW","16","5-9-2","21"
"133","Merrimack","16","4-9-3","20"
"","Columbia","15","3-8-4","20"
"","Creighton","16","8-4-4","20"
"","UNC Asheville","16","7-7-2","20"
"","Col. of Charleston","17","6-8-3","20"
"","Quinnipiac","18","7-10-1","20"
"","Missouri St.","16","6-6-4","20"
"","Syracuse","20","9-8-3","20"
"","Oakland","18","3-9-6","20"
"142","Michigan St.","16","5-8-3","19"
"","Coastal Carolina","14","3-9-2","19"
"","Drexel","16","4-6-6","19"
"","Jacksonville","18","6-7-5","19"
"","Central Ark.","16","4-10-2","19"
"","Northeastern","15","4-7-4","19"
"","San Diego St.","18","7-9-2","19"
"","VCU","17","6-6-5","19"
"","Omaha","16","3-9-4","19"
"151","Bradley","17","2-9-6","18"
"","UC Davis","19","4-9-6","18"
"","Gonzaga","16","5-8-3","18"
"","UMass Lowell","18","7-7-4","18"
"","UNLV","16","4-6-6","18"
"","IU Indy","17","6-8-3","18"
"","St. Thomas (MN)","17","7-5-5","18"
"","Southern Ind.","17","2-10-5","18"
"","Tulsa","18","5-9-4","18"
"","Navy","18","3-8-7","18"
"","Saint Joseph's","18","6-7-5","18"
"162","Bowling Green","17","5-8-4","17"
"","Butler","17","5-10-2","17"
"","Radford","17","2-11-4","17"
"","FGCU","16","6-7-3","17"
"","Saint Peter's","16","4-10-2","17"
"","SIUE","19","6-11-2","17"
"","Army West Point","18","7-6-5","17"
"","Rider","17","2-11-4","17"
"170","New Hampshire","18","5-8-5","16"
"","Xavier","15","5-6-4","16"
"","William & Mary","16","2-10-4","16"
"173","Canisius","16","5-10-1","15"
"","Howard","18","5-11-2","15"
"","Lipscomb","17","2-9-6","15"
"","Wright St.","16","2-13-1","15"
"177","Brown","15","6-7-2","14"
"","Loyola Maryland","16","3-10-3","14"
"","George Washington","17","2-11-4","14"
"","ETSU","15","2-9-4","14"
"181","CSU Bakersfield","17","3-11-3","13"
"","DePaul","17","2-8-7","13"
"","UIW","18","5-7-6","13"
"","Western Ill.","20","5-11-4","13"
"","Yale","15","3-9-3","13"
"","VMI","18","3-12-3","13"
"187","Eastern Ill.","17","4-9-4","12"
"","Saint Mary's (CA)","16","2-8-6","12"
"","Lafayette","22","8-7-7","12"
"190","Binghamton","17","4-13","11"
"","Sacramento St.","18","2-12-4","11"
"","Stonehill","18","5-10-3","11"
"","Oral Roberts","17","4-10-3","11"
"","Stetson","17","6-8-3","11"
"","Detroit Mercy","18","5-10-3","11"
"196","Queens (NC)","17","5-6-6","10"
"","Dartmouth","14","3-8-3","10"
"198","Central Conn. St.","17","1-14-2","9"
"","NJIT","17","3-9-5","9"
"","Chicago St.","17","1-15-1","9"
"201","James Madison","16","1-10-5","8"
"","Air Force","17","1-13-3","8"
"","UTRGV","10","1-7-2","8"
"","Mount St. Mary's","17","3-9-5","8"
"205","UC San Diego","18","2-9-7","7"
"","Temple","16","1-13-2","7"
"","Northern Ky.","17","4-10-3","7"
"","Colgate","17","5-7-5","7"
"209","Winthrop","16","1-12-3","5"
"","CSUN","18","6-6-6","5"
Reclassifying
"NR","Mercyhurst","17","3-10-4","15"
"NR","New Haven","16","5-5-6","15"
"NR","Le Moyne","17","5-10-2","15"

NCAA Men's Soccer
Division IPoints Per Game
Through Games 12/15/2025


"Rank","Name","Points","W-L","Team Games","Per Game"
"1","Delaware","145","12-2-3","17","8.53"
"2","Oregon St.","142","10-5-2","17","8.35"
"3","Maryland","150","13-2-4","19","7.89"
"4","Indiana","138","12-6-1","19","7.26"
"5","High Point","145","14-2-4","20","7.25"
"6","Georgetown","157","14-4-4","22","7.14"
"7","Portland","141","14-2-4","20","7.05"
"8","Furman","159","16-2-5","23","6.91"
"9","Washington","164","16-6-2","24","6.83"
"10","UIC","122","10-3-5","18","6.78"
"11","NC State","154","16-3-4","23","6.70"
"12","North Florida","127","12-5-2","19","6.68"
"13","Wake Forest","112","7-4-6","17","6.59"
"14","Vermont","131","14-1-5","20","6.55"
"15","West Virginia","136","13-5-3","21","6.48"
"16","Clemson","109","8-6-3","17","6.41"
"17","Charlotte","102","8-4-4","16","6.38"
"18","Lindenwood","133","14-3-4","21","6.33"
"","Fla. Atlantic","114","12-4-2","18","6.33"
"20","Hofstra","126","14-5-1","20","6.30"
"21","Utah Valley","93","8-4-3","15","6.20"
"22","California Baptist","105","10-4-3","17","6.18"
"23","Cornell","122","14-4-2","20","6.10"
"24","Iona","109","9-4-5","18","6.06"
"25","George Mason","96","7-6-3","16","6.00"
"","Virginia","114","12-2-5","19","6.00"
"27","Duke","119","10-4-6","20","5.95"
"28","Bryant","130","17-2-3","22","5.91"
"29","UCF","124","11-7-3","21","5.90"
"30","Campbell","117","10-6-4","20","5.85"
"31","San Diego","111","13-3-3","19","5.84"
"32","UCLA","110","8-6-5","19","5.79"
"33","South Fla.","98","9-3-5","17","5.76"
"34","Gardner-Webb","102","13-3-2","18","5.67"
"","UConn","119","12-5-4","21","5.67"
"36","San Jose St.","113","12-4-4","20","5.65"
"37","UNC Greensboro","129","12-5-6","23","5.61"
"38","Bellarmine","95","8-4-5","17","5.59"
"39","Grand Canyon","128","14-4-5","23","5.57"
"40","Old Dominion","100","5-5-8","18","5.56"
"41","Liberty","111","9-5-6","20","5.55"
"42","Michigan","110","12-4-4","20","5.50"
"43","Seattle U","93","4-7-6","17","5.47"
"44","Stony Brook","103","9-5-5","19","5.42"
"45","Denver","119","12-7-3","22","5.41"
"46","St. John's (NY)","102","9-6-4","19","5.37"
"47","FDU","112","13-5-3","21","5.33"
"48","NIU","90","8-5-4","17","5.29"
"","Boston College","90","7-9-1","17","5.29"
"50","SMU","105","11-5-4","20","5.25"
"51","Akron","110","13-5-3","21","5.24"
"52","LMU (CA)","94","5-6-7","18","5.22"
"53","Marshall","109","12-4-5","21","5.19"
"54","Penn","88","8-5-4","17","5.18"
"55","Boston U.","93","10-8","18","5.17"
"56","Milwaukee","98","4-7-8","19","5.16"
"","Princeton","98","15-2-2","19","5.16"
"58","Stanford","102","14-4-2","20","5.10"
"59","Kansas City","107","12-4-5","21","5.10"
"60","Marist","81","8-4-4","16","5.06"
"61","Robert Morris","86","6-4-7","17","5.06"
"62","Sacred Heart","91","9-4-5","18","5.06"
"","Dayton","91","8-2-8","18","5.06"
"64","Siena","96","9-5-5","19","5.05"
"65","Fairfield","90","8-5-5","18","5.00"
"66","North Carolina","99","9-5-6","20","4.95"
"67","Purdue Fort Wayne","82","8-3-6","17","4.82"
"68","Lehigh","96","9-5-6","20","4.80"
"69","Bucknell","86","9-4-5","18","4.78"
"70","Belmont","81","8-3-6","17","4.76"
"71","Marquette","76","7-7-2","16","4.75"
"72","Wofford","90","6-11-2","19","4.74"
"73","Rutgers","80","8-6-3","17","4.71"
"74","Duquesne","75","8-6-2","16","4.69"
"75","Seton Hall","89","7-4-8","19","4.68"
"76","Fordham","83","8-6-4","18","4.61"
"77","Virginia Tech","73","7-4-5","16","4.56"
"78","UAB","68","6-7-2","15","4.53"
"79","La Salle","77","4-5-8","17","4.53"
"80","Houston Christian","86","11-5-3","19","4.53"
"81","Wisconsin","72","8-8","16","4.50"
"82","Cleveland St.","85","9-4-6","19","4.47"
"83","St. Bonaventure","67","3-9-3","15","4.47"
"84","Cal St. Fullerton","89","8-6-6","20","4.45"
"85","Massachusetts","75","6-5-6","17","4.41"
"","Penn St.","75","5-8-4","17","4.41"
"87","Northwestern","74","8-6-3","17","4.35"
"88","Ga. Southern","78","13-4-1","18","4.33"
"89","Rhode Island","73","4-8-5","17","4.29"
"","San Francisco","73","10-6-1","17","4.29"
"91","Xavier","64","5-6-4","15","4.27"
"92","Cal Poly","85","9-6-5","20","4.25"
"93","Harvard","72","6-6-5","17","4.24"
"94","Niagara","67","8-7-1","16","4.19"
"","Providence","67","6-7-3","16","4.19"
"96","South Carolina","75","7-9-2","18","4.17"
"97","USC Upstate","79","5-11-3","19","4.16"
"98","Santa Clara","74","6-5-7","18","4.11"
"99","UC Irvine","86","11-4-6","21","4.10"
"100","California","73","8-8-2","18","4.06"
"","Jacksonville","73","6-7-5","18","4.06"
"102","Memphis","60","4-8-3","15","4.00"
"","Merrimack","64","4-9-3","16","4.00"
"","Drake","68","8-2-7","17","4.00"
"","Kentucky","76","10-4-5","19","4.00"
"","Longwood","64","3-8-5","16","4.00"
"","Notre Dame","80","9-7-4","20","4.00"
"","Utah Tech","68","4-7-6","17","4.00"
"109","Evansville","79","7-5-8","20","3.95"
"110","FIU","75","7-9-3","19","3.95"
"","Davidson","75","9-7-3","19","3.95"
"112","Saint Francis","71","8-9-1","18","3.94"
"","American","71","8-8-2","18","3.94"
"","Villanova","71","7-6-5","18","3.94"
"115","UC Riverside","67","4-9-4","17","3.94"
"116","Manhattan","63","4-8-4","16","3.94"
"","FGCU","63","6-7-3","16","3.94"
"","UNCW","63","5-9-2","16","3.94"
"119","Mercer","70","5-9-4","18","3.89"
"","Green Bay","70","9-7-2","18","3.89"
"","Quinnipiac","70","7-10-1","18","3.89"
"","Georgia St.","70","4-8-6","18","3.89"
"123","St. Thomas (MN)","66","7-5-5","17","3.88"
"124","Creighton","62","8-4-4","16","3.88"
"","UNC Asheville","62","7-7-2","16","3.88"
"","Missouri St.","62","6-6-4","16","3.88"
"127","Western Mich.","85","8-10-4","22","3.86"
"128","LIU","69","8-3-7","18","3.83"
"129","UAlbany","65","5-6-6","17","3.82"
"130","Presbyterian","76","7-8-5","20","3.80"
"131","Coastal Carolina","53","3-9-2","14","3.79"
"132","Col. of Charleston","64","6-8-3","17","3.76"
"133","Columbia","56","3-8-4","15","3.73"
"134","Army West Point","67","7-6-5","18","3.72"
"135","VCU","63","6-6-5","17","3.71"
"136","Saint Peter's","59","4-10-2","16","3.69"
"137","Bradley","62","2-9-6","17","3.65"
"138","Gonzaga","58","5-8-3","16","3.63"
"","Monmouth","58","5-8-3","16","3.63"
"140","Pittsburgh","65","6-7-5","18","3.61"
"141","UMBC","61","6-6-5","17","3.59"
"142","Central Ark.","57","4-10-2","16","3.56"
"","Michigan St.","57","5-8-3","16","3.56"
"","Loyola Chicago","57","4-5-7","16","3.56"
"145","Northeastern","53","4-7-4","15","3.53"
"146","Elon","67","9-3-7","19","3.53"
"147","Pacific","62","4-14","18","3.44"
"148","Ohio St.","55","6-10","16","3.44"
"","Drexel","55","4-6-6","16","3.44"
"150","Saint Louis","82","13-3-8","24","3.42"
"151","Syracuse","68","9-8-3","20","3.40"
"152","Holy Cross","61","4-8-6","18","3.39"
"153","Louisville","57","5-7-5","17","3.35"
"","Stetson","57","6-8-3","17","3.35"
"155","ETSU","50","2-9-4","15","3.33"
"","Oakland","60","3-9-6","18","3.33"
"","Saint Joseph's","60","6-7-5","18","3.33"
"158","Omaha","53","3-9-4","16","3.31"
"159","San Diego St.","59","7-9-2","18","3.28"
"160","UMass Lowell","58","7-7-4","18","3.22"
"161","Brown","48","6-7-2","15","3.20"
"","UC Santa Barbara","64","7-5-8","20","3.20"
"163","Southern Ind.","54","2-10-5","17","3.18"
"164","UNLV","50","4-6-6","16","3.13"
"165","DePaul","53","2-8-7","17","3.12"
"166","IU Indy","52","6-8-3","17","3.06"
"167","UC Davis","58","4-9-6","19","3.05"
"168","Butler","51","5-10-2","17","3.00"
"","Radford","51","2-11-4","17","3.00"
"","UTRGV","30","1-7-2","10","3.00"
"","Dartmouth","42","3-8-3","14","3.00"
"","Rider","51","2-11-4","17","3.00"
"173","Wright St.","47","2-13-1","16","2.94"
"","Canisius","47","5-10-1","16","2.94"
"175","SIUE","55","6-11-2","19","2.89"
"176","Navy","52","3-8-7","18","2.89"
"","New Hampshire","52","5-8-5","18","2.89"
"178","Bowling Green","49","5-8-4","17","2.88"
"179","Howard","51","5-11-2","18","2.83"
"180","Lipscomb","47","2-9-6","17","2.76"
"181","VMI","49","3-12-3","18","2.72"
"182","Tulsa","48","5-9-4","18","2.67"
"183","Saint Mary's (CA)","42","2-8-6","16","2.63"
"184","Detroit Mercy","47","5-10-3","18","2.61"
"185","Eastern Ill.","44","4-9-4","17","2.59"
"186","UIW","45","5-7-6","18","2.50"
"","William & Mary","40","2-10-4","16","2.50"
"188","George Washington","42","2-11-4","17","2.47"
"189","CSU Bakersfield","41","3-11-3","17","2.41"
"190","Stonehill","43","5-10-3","18","2.39"
"191","Western Ill.","47","5-11-4","20","2.35"
"192","Yale","35","3-9-3","15","2.33"
"193","Oral Roberts","39","4-10-3","17","2.29"
"194","Loyola Maryland","36","3-10-3","16","2.25"
"195","Mount St. Mary's","38","3-9-5","17","2.24"
"196","Lafayette","48","8-7-7","22","2.18"
"197","Queens (NC)","36","5-6-6","17","2.12"
"198","Binghamton","35","4-13","17","2.06"
"","Northern Ky.","35","4-10-3","17","2.06"
"200","Sacramento St.","37","2-12-4","18","2.06"
"201","Air Force","32","1-13-3","17","1.88"
"202","Central Conn. St.","31","1-14-2","17","1.82"
"203","James Madison","28","1-10-5","16","1.75"
"204","CSUN","27","6-6-6","18","1.50"
"","UC San Diego","27","2-9-7","18","1.50"
"206","Colgate","25","5-7-5","17","1.47"
"","NJIT","25","3-9-5","17","1.47"
"208","Temple","23","1-13-2","16","1.44"
"209","Chicago St.","23","1-15-1","17","1.35"
"210","Winthrop","21","1-12-3","16","1.31"
Reclassifying
"NR","Le Moyne","55","5-10-2","17","3.24"
"NR","Mercyhurst","51","3-10-4","17","3.00"
"NR","New Haven","47","5-5-6","16","2.94"

NCAA Men's Soccer
Division ISave Pct
Through Games 12/15/2025


"Rank","Name","Saves","W-L","GA","Pct."
"1","Princeton","62","15-2-2","7","0.899"
"2","Lindenwood","81","14-3-4","11","0.880"
"3","CSUN","82","6-6-6","13","0.863"
"4","Elon","61","9-3-7","11","0.847"
"5","Delaware","58","12-2-3","11","0.841"
"6","Houston Christian","77","11-5-3","15","0.837"
"7","Penn","60","8-5-4","12","0.833"
"8","Colgate","83","5-7-5","17","0.830"
"9","Belmont","62","8-3-6","13","0.827"
"10","Grand Canyon","81","14-4-5","17","0.827"
"11","NC State","61","16-3-4","13","0.824"
"12","High Point","67","14-2-4","15","0.817"
"13","LIU","71","8-3-7","16","0.816"
"14","Dayton","64","8-2-8","15","0.810"
"15","UConn","100","12-5-4","24","0.806"
"16","UIW","83","5-7-6","20","0.806"
"17","Fairfield","87","8-5-5","21","0.806"
"18","Purdue Fort Wayne","66","8-3-6","16","0.805"
"19","Charlotte","48","8-4-4","12","0.800"
"","UC Santa Barbara","80","7-5-8","20","0.800"
"21","Cal Poly","59","9-6-5","15","0.797"
"22","Portland","47","14-2-4","12","0.797"
"23","Villanova","89","7-6-5","24","0.788"
"24","Furman","81","16-2-5","22","0.786"
"25","Vermont","55","14-1-5","15","0.786"
"26","Queens (NC)","73","5-6-6","20","0.785"
"27","Bryant","51","17-2-3","14","0.785"
"28","Army West Point","69","7-6-5","19","0.784"
"29","Lafayette","79","8-7-7","22","0.782"
"30","Saint Louis","68","13-3-8","19","0.782"
"31","NJIT","73","3-9-5","21","0.777"
"32","Drake","45","8-2-7","13","0.776"
"33","Maryland","62","13-2-4","18","0.775"
"34","Ga. Southern","55","13-4-1","16","0.775"
"35","Green Bay","72","9-7-2","21","0.774"
"36","Bowling Green","85","5-8-4","25","0.773"
"37","Seton Hall","54","7-4-8","16","0.771"
"38","Syracuse","77","9-8-3","23","0.770"
"39","Cleveland St.","63","9-4-6","19","0.768"
"40","Creighton","53","8-4-4","16","0.768"
"41","North Florida","66","12-5-2","20","0.767"
"42","Georgetown","58","14-4-4","18","0.763"
"43","NIU","61","8-5-4","19","0.763"
"44","Robert Morris","64","6-4-7","20","0.762"
"45","California Baptist","67","10-4-3","21","0.761"
"46","UMBC","54","6-6-5","17","0.761"
"47","Jacksonville","60","6-7-5","19","0.759"
"48","Manhattan","85","4-8-4","27","0.759"
"49","Akron","47","13-5-3","15","0.758"
"50","Kentucky","56","10-4-5","18","0.757"
"","Bellarmine","56","8-4-5","18","0.757"
"52","UC San Diego","87","2-9-7","28","0.757"
"53","Navy","80","3-8-7","26","0.755"
"","Eastern Ill.","80","4-9-4","26","0.755"
"55","Gardner-Webb","46","13-3-2","15","0.754"
"56","Kansas City","61","12-4-5","20","0.753"
"57","Massachusetts","64","6-5-6","21","0.753"
"58","FGCU","67","6-7-3","22","0.753"
"59","Niagara","81","8-7-1","27","0.750"
"","Evansville","57","7-5-8","19","0.750"
"","Columbia","57","3-8-4","19","0.750"
"","Michigan","57","12-4-4","19","0.750"
"63","George Washington","92","2-11-4","31","0.748"
"64","Iona","56","9-4-5","19","0.747"
"65","Louisville","53","5-7-5","18","0.746"
"66","Western Ill.","97","5-11-4","33","0.746"
"67","James Madison","73","1-10-5","25","0.745"
"","Notre Dame","73","9-7-4","25","0.745"
"69","Harvard","61","6-6-5","21","0.744"
"","American","61","8-8-2","21","0.744"
"71","Xavier","63","5-6-4","22","0.741"
"","Stony Brook","63","9-5-5","22","0.741"
"73","Central Ark.","103","4-10-2","36","0.741"
"74","Cornell","40","14-4-2","14","0.741"
"75","Monmouth","74","5-8-3","26","0.740"
"76","Old Dominion","68","5-5-8","24","0.739"
"77","Boston College","65","7-9-1","23","0.739"
"78","Sacred Heart","59","9-4-5","21","0.738"
"79","La Salle","73","4-5-8","26","0.737"
"80","SIUE","70","6-11-2","25","0.737"
"81","Milwaukee","81","4-7-8","29","0.736"
"82","Northeastern","64","4-7-4","23","0.736"
"83","FDU","50","13-5-3","18","0.735"
"84","North Carolina","47","9-5-6","17","0.734"
"85","Fordham","69","8-6-4","25","0.734"
"","New Hampshire","69","5-8-5","25","0.734"
"87","Duke","44","10-4-6","16","0.733"
"88","Detroit Mercy","82","5-10-3","30","0.732"
"","Saint Francis","82","8-9-1","30","0.732"
"90","IU Indy","60","6-8-3","22","0.732"
"91","Bucknell","57","9-4-5","21","0.731"
"","Siena","76","9-5-5","28","0.731"
"93","Cal St. Fullerton","84","8-6-6","31","0.730"
"94","ETSU","73","2-9-4","27","0.730"
"95","Loyola Chicago","59","4-5-7","22","0.728"
"96","Oral Roberts","69","4-10-3","26","0.726"
"97","South Fla.","66","9-3-5","25","0.725"
"98","Virginia","50","12-2-5","19","0.725"
"","Virginia Tech","50","7-4-5","19","0.725"
"100","San Diego St.","63","7-9-2","24","0.724"
"101","Central Conn. St.","97","1-14-2","37","0.724"
"102","Mount St. Mary's","76","3-9-5","29","0.724"
"103","Northwestern","52","8-6-3","20","0.722"
"104","Saint Mary's (CA)","62","2-8-6","24","0.721"
"105","Lipscomb","85","2-9-6","33","0.720"
"106","Brown","54","6-7-2","21","0.720"
"107","Howard","95","5-11-2","37","0.720"
"108","Saint Peter's","77","4-10-2","30","0.720"
"109","UNC Greensboro","64","12-5-6","25","0.719"
"110","Boston U.","66","10-8","26","0.717"
"111","Lehigh","76","9-5-6","30","0.717"
"112","Duquesne","48","8-6-2","19","0.716"
"113","Santa Clara","58","6-5-7","23","0.716"
"114","Washington","63","16-6-2","25","0.716"
"","Merrimack","63","4-9-3","25","0.716"
"","Indiana","63","12-6-1","25","0.716"
"117","Oakland","68","3-9-6","27","0.716"
"118","UC Irvine","45","11-4-6","18","0.714"
"119","Rhode Island","62","4-8-5","25","0.713"
"120","Holy Cross","57","4-8-6","23","0.713"
"121","San Francisco","52","10-6-1","21","0.712"
"122","Stanford","42","14-4-2","17","0.712"
"","Utah Valley","42","8-4-3","17","0.712"
"124","Yale","64","3-9-3","26","0.711"
"125","Stetson","59","6-8-3","24","0.711"
"","Liberty","59","9-5-6","24","0.711"
"127","Rider","81","2-11-4","33","0.711"
"","Northern Ky.","54","4-10-3","22","0.711"
"129","SMU","49","11-5-4","20","0.710"
"130","Sacramento St.","93","2-12-4","38","0.710"
"131","UMass Lowell","66","7-7-4","27","0.710"
"132","Pittsburgh","56","6-7-5","23","0.709"
"133","Gonzaga","65","5-8-3","27","0.707"
"134","UC Davis","67","4-9-6","28","0.705"
"135","Davidson","55","9-7-3","23","0.705"
"136","Winthrop","86","1-12-3","36","0.705"
"137","UCLA","50","8-6-5","21","0.704"
"","San Jose St.","50","12-4-4","21","0.704"
"139","Western Mich.","76","8-10-4","32","0.704"
"140","Radford","83","2-11-4","35","0.703"
"141","George Mason","71","7-6-3","30","0.703"
"142","Mercer","66","5-9-4","28","0.702"
"143","Saint Joseph's","54","6-7-5","23","0.701"
"144","California","61","8-8-2","26","0.701"
"145","UNLV","56","4-6-6","24","0.700"
"146","Georgia St.","72","4-8-6","31","0.699"
"147","UIC","58","10-3-5","25","0.699"
"148","VMI","90","3-12-3","39","0.698"
"149","Bradley","85","2-9-6","37","0.697"
"150","Temple","84","1-13-2","37","0.694"
"151","Southern Ind.","104","2-10-5","46","0.693"
"152","Dartmouth","61","3-8-3","27","0.693"
"","Wake Forest","61","7-4-6","27","0.693"
"","UCF","61","11-7-3","27","0.693"
"155","Presbyterian","70","7-8-5","31","0.693"
"156","Marquette","47","7-7-2","21","0.691"
"157","UAlbany","49","5-6-6","22","0.690"
"","Wisconsin","49","8-8","22","0.690"
"","St. Thomas (MN)","49","7-5-5","22","0.690"
"160","Tulsa","51","5-9-4","23","0.689"
"161","Coastal Carolina","57","3-9-2","26","0.687"
"162","Rutgers","61","8-6-3","28","0.685"
"163","Hofstra","43","14-5-1","20","0.683"
"164","Longwood","73","3-8-5","34","0.682"
"165","Drexel","49","4-6-6","23","0.681"
"","Marist","49","8-4-4","23","0.681"
"167","Butler","66","5-10-2","31","0.680"
"168","Campbell","55","10-6-4","26","0.679"
